#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_66_length_11780_cov_30.825429	4787	7050	-	vgrG3	1-2261/2355	========/======	16/25	95.54	70.72	vfdb	WP_077064454	(vgrG3) type VI secretion system Vgr family protein [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_66_length_11780_cov_30.825429	7471	7962	-	hcp2	1-492/492	===============	0/0	100.00	88.42	vfdb	WP_032643420	(hcp2) type VI secretion system protein Hcp [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_66_length_11780_cov_30.825429	9649	10036	-	tssL2	337-724/729	......==/======	4/4	52.95	69.23	vfdb	WP_032643423	(tssL2) type VI secretion system protein TssL short form [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_66_length_11780_cov_30.825429	10327	11074	-	tssK2	603-1350/1350	......==/======	2/4	55.26	69.60	vfdb	WP_032643425	(tssK2) type VI secretion system baseplate subunit TssK [T6SS-2 (VF1396) - Effector delivery system (VFC0086)] [Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_68_length_10877_cov_28.246944	6685	7319	+	pmrA	17-651/669	========/======	2/2	94.77	73.43	vfdb	NP_463157	(pmrA) response regulator PmrA [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_68_length_10877_cov_28.246944	7370	8404	+	pmrB	24-1058/1071	========/======	11/28	95.33	65.87	vfdb	NP_463156	(pmrB) sensory kinase PmrB [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_6_length_201841_cov_23.164678	4444	6373	+	katG	248-2213/2223	.=======/======	35/98	85.43	65.90	vfdb	NP_216424	(katG) catalase-peroxidase [KatG (VF0303) - Stress survival (VFC0282)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_6_length_201841_cov_23.164678	7761	8248	-	mgtC	22-509/696	===========....	0/0	70.11	76.03	vfdb	NP_462663	(mgtC) Salmonella virulence protein MgtC [MgtC (VF1365) - Nutritional/Metabolic factor (VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_6_length_201841_cov_23.164678	76086	77141	+	narH	25-1086/1677	========/==....	15/26	62.37	67.35	vfdb	NP_215678	(narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_6_length_201841_cov_23.164678	189932	190194	+	sodB	21-283/579	========.......	0/0	45.42	69.58	vfdb	WP_016357051	(sodB) superoxide dismutase [SodB (VF0169) - Stress survival (VFC0282)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_72_length_9233_cov_26.499891	323	1729	+	gndA	1-1407/1407	===============	0/0	100.00	95.52	vfdb	WP_014907233	(gndA) NADP-dependent phosphogluconate dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_72_length_9233_cov_26.499891	5583	6749	+	ugd	1-1167/1167	===============	0/0	100.00	97.09	vfdb	WP_004175261	(ugd) UDP-glucose 6-dehydrogenase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_75_length_8128_cov_5.920010	2161	2874	-	wcaJ	691-1404/1404	.......========	0/0	50.85	73.95	vfdb	WP_014907232	(wcaJ) undecaprenyl-phosphate glucose phosphotransferase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_789_length_260_cov_0.803279	1	260	-	fimF	210-469/531	.....=========.	0/0	48.96	96.92	vfdb	WP_001244821	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_7_length_191863_cov_31.348613	14018	15637	+	htpB	22-1635/1650	========/======	10/28	97.15	69.71	vfdb	WP_197535493	(htpB) Hsp60 60K heat shock protein HtpB [Hsp60 (VF0159) - Adherence (VFC0001)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_7_length_191863_cov_31.348613	147414	148449	+	mgtB	1618-2653/2727	......../======	6/10	37.81	67.63	vfdb	NP_462662	(mgtB) Mg2+ transport protein [MgtB (VF0106) - Nutritional/Metabolic factor (VFC0272)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_8_length_185533_cov_22.893409	3922	4771	+	galU	4-859/888	========/======	1/6	95.72	69.04	vfdb	WP_005693178	(galU) glucosephosphate uridylyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_8_length_185533_cov_22.893409	112587	112904	+	fepC	298-615/795	.....===/===...	2/6	39.62	67.91	vfdb	WP_002893737	(fepC) iron-enterobactin transporter ATP-binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_946_length_250_cov_0.849711	5	250	-	fliN	168-413/414	......=========	0/0	59.42	85.37	vfdb	WP_008500318	(fliN) flagellar motor switch protein FliN [Flagella (VF1400) - Motility (VFC0204)] [Enterobacter cloacae strain M12X01451]	
/home/lyn-zihumo/kpneumoniae/assembly/ERR3569679/contigs.fasta	NODE_9_length_162202_cov_22.416567	62171	64005	-	iroN	130-1958/2175	========/=====.	20/52	83.03	68.94	vfdb	WP_015874979	(iroN) salmochelin receptor IroN [Sal (VF0563) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
